"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name",Bid,"Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting",Results,"Result indicator",Reach,Impressions,Frequency,"CPM (cost per 1,000 impressions) (USD)","Cost per results",Purchases,"Quality ranking","Engagement rate ranking","Conversion rate ranking","Purchase ROAS (return on ad spend)","Amount spent (USD)",Ends
2025-11-14,2025-11-20,"POP07 3",active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",25,actions:offsite_conversion.fb_pixel_add_to_cart,23937,27347,1.142457,3.935715,4.3052,3,Average,Average,"Above average",1.792158,107.63,Ongoing
2025-11-14,2025-11-20,POP04,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_add_to_cart,2162,2354,1.088807,4.677145,11.01,,Average,Average,"Above average",,11.01,Ongoing
2025-11-14,2025-11-20,"POP07 4",active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",,,218,240,1.100917,5.25,,,-,-,-,,1.26,Ongoing
2025-11-14,2025-11-20,"POP04 2",active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",,,727,813,1.118294,4.772448,,,Average,Average,"Above average",,3.88,Ongoing
2025-11-14,2025-11-20,"POP07 5",active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_add_to_cart,760,855,1.125,4.818713,2.06,,Average,Average,"Above average",,4.12,Ongoing
2025-11-14,2025-11-20,BF2,active,TOP-BF2,0,ABSOLUTE_OCPM,100,Daily,2025-11-17T08:02:23+0100,"7-day click, 1-day view, or 1-day engaged-view",,,750,921,1.228,6.036916,,,Average,"Above average","Above average",,5.56,Ongoing
2025-11-14,2025-11-20,POP05,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",,,323,351,1.086687,6.125356,,,-,-,-,,2.15,Ongoing
2025-11-14,2025-11-20,POPMIX2,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",,,414,455,1.099034,8.263736,,,-,-,-,,3.76,Ongoing
2025-11-14,2025-11-20,POP06,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",,,548,611,1.114964,7.315876,,,-,-,-,,4.47,Ongoing
2025-11-14,2025-11-20,"POP07 6",active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",,,1096,1256,1.145985,5.692675,,,Average,"Above average",Average,,7.15,Ongoing
2025-11-14,2025-11-20,POPM1,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",,,1732,2037,1.176097,6.278841,,,"Below average - Bottom 35% of ads","Above average","Above average",,12.79,Ongoing
2025-11-14,2025-11-20,POPM2,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",290,actions:offsite_conversion.fb_pixel_add_to_cart,175485,237377,1.352691,4.271096,3.49606897,18,Average,"Above average","Above average",0.857446,1013.86,Ongoing
2025-11-14,2025-11-20,POPM3,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.fb_pixel_add_to_cart,3659,4084,1.116152,6.079824,6.2075,2,"Below average - Bottom 35% of ads",Average,"Above average",3.466371,24.83,Ongoing
2025-11-14,2025-11-20,POPM4,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_add_to_cart,378,413,1.092593,7.215496,2.98,,-,-,-,,2.98,Ongoing
2025-11-14,2025-11-20,POPM5,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",14,actions:offsite_conversion.fb_pixel_add_to_cart,3446,4062,1.178758,7.449532,2.16142857,,"Below average - Bottom 35% of ads",Average,"Above average",,30.26,Ongoing
2025-11-14,2025-11-20,POPM6,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",,,328,371,1.131098,9.110512,,,-,-,-,,3.38,Ongoing
2025-11-14,2025-11-20,POPM7,active,"战略部-MGAPOP MIX",0,ABSOLUTE_OCPM,"Using campaign budget",0,2025-11-18T09:24:09+0100,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_add_to_cart,2458,2837,1.15419,6.905182,19.59,,"Below average - Bottom 35% of ads",Average,"Above average",,19.59,Ongoing
2025-11-14,2025-11-20,ASC-VK,active,转化-品宣-博主-ASC,0,ABSOLUTE_OCPM,200,Daily,2025-04-27T07:35:07+0200,"7-day click or 1-day view",4,actions:offsite_conversion.fb_pixel_purchase,13756,20215,1.469541,6.693544,33.8275,4,-,-,-,1.589979,135.31,Ongoing
2025-11-14,2025-11-20,1,active,ES-转化-用户诉求-ASC-视频,0,ABSOLUTE_OCPM,100,Daily,2025-08-14T04:00:33+0200,"7-day click, 1-day view, or 1-day engaged-view",85,actions:offsite_conversion.fb_pixel_add_to_cart,99309,118156,1.189781,4.120823,5.72823529,5,-,-,-,0.504046,486.9,Ongoing
2025-11-14,2025-11-20,4,active,ES-转化-用户诉求-ASC-视频,0,ABSOLUTE_OCPM,100,Daily,2025-08-14T04:00:33+0200,"7-day click, 1-day view, or 1-day engaged-view",,,866,1006,1.161663,5.129225,,,-,-,-,,5.16,Ongoing
2025-11-14,2025-11-20,5,active,ES-转化-用户诉求-ASC-视频,0,ABSOLUTE_OCPM,100,Daily,2025-08-14T04:00:33+0200,"7-day click, 1-day view, or 1-day engaged-view",,,646,815,1.26161,8.08589,,,-,-,-,,6.59,Ongoing
2025-11-14,2025-11-20,ASC-VK,active,转化-品宣-博主-ASC,0,ABSOLUTE_OCPM,200,Daily,2025-04-27T07:35:07+0200,"7-day click or 1-day view",1,actions:offsite_conversion.fb_pixel_purchase,759,2633,3.469038,7.200912,18.96,1,-,-,-,4.83808,18.96,Ongoing
2025-11-14,2025-11-20,欧珀系列,active,ES-转化-商品系列-欧珀,0,ABSOLUTE_OCPM,100,Daily,2025-02-06T06:24:36+0100,"7-day click, 1-day view, or 1-day engaged-view",35,actions:offsite_conversion.fb_pixel_purchase,55521,95197,1.714612,3.959368,10.76914286,35,-,-,-,5.643877,376.92,Ongoing
2025-11-14,2025-11-20,PGC1,active,品宣-PGC1,0,ABSOLUTE_OCPM,200,Daily,2025-09-24T07:16:12+0200,"7-day click, 1-day view, or 1-day engaged-view",465,actions:offsite_conversion.fb_pixel_add_to_cart,342444,399427,1.166401,3.137419,2.69498925,30,-,-,-,1.072233,1253.17,Ongoing
2025-11-14,2025-11-20,博主,active,博主-ASC2,0,ABSOLUTE_OCPM,120,Daily,2025-07-10T04:15:50+0200,"7-day click, 1-day view, or 1-day engaged-view",96,actions:offsite_conversion.fb_pixel_add_to_cart,61212,69984,1.143305,4.63606,3.3796875,10,-,-,-,2.648051,324.45,Ongoing
2025-11-14,2025-11-20,博主,active,博主-ASC2,0,ABSOLUTE_OCPM,120,Daily,2025-07-10T04:15:50+0200,"7-day click, 1-day view, or 1-day engaged-view",,,55,56,1.018182,6.964286,,,-,-,-,,0.39,Ongoing
2025-11-14,2025-11-20,FU,active,复古系列-加购,0,ABSOLUTE_OCPM,110,Daily,2025-08-20T05:07:39+0200,"7-day click, 1-day view, or 1-day engaged-view",67,actions:offsite_conversion.fb_pixel_add_to_cart,50845,55890,1.099223,3.276436,2.73313433,3,-,-,-,1.18081,183.12,Ongoing
2025-11-14,2025-11-20,NX,active,女性力量系列-加购,0,ABSOLUTE_OCPM,100,Daily,2025-07-14T04:35:37+0200,"7-day click, 1-day view, or 1-day engaged-view",50,actions:offsite_conversion.fb_pixel_add_to_cart,15563,18758,1.205295,6.26666,2.351,3,-,-,-,2.056827,117.55,Ongoing
2025-11-14,2025-11-20,BF2,active,TOP-BF2,0,ABSOLUTE_OCPM,100,Daily,2025-11-17T08:02:23+0100,"7-day click, 1-day view, or 1-day engaged-view",,,538,601,1.1171,6.023295,,,Average,"Above average",Average,,3.62,Ongoing
2025-11-14,2025-11-20,TJ,active,商品系列-套镜,0,ABSOLUTE_OCPM,70,Daily,2025-08-22T07:07:08+0200,"7-day click, 1-day view, or 1-day engaged-view",18,actions:offsite_conversion.fb_pixel_purchase,34795,48335,1.389136,4.722251,12.68055556,18,-,-,-,5.206353,228.25,Ongoing
2025-11-14,2025-11-20,TJ,active,商品系列-套镜,0,ABSOLUTE_OCPM,70,Daily,2025-08-22T07:07:08+0200,"7-day click, 1-day view, or 1-day engaged-view",10,actions:offsite_conversion.fb_pixel_purchase,33281,46749,1.404675,4.176346,19.524,10,-,-,-,2.92942,195.24,Ongoing
2025-11-14,2025-11-20,ASC4,active,博主-ASC4,0,ABSOLUTE_OCPM,120,Daily,2025-07-25T09:00:36+0200,"7-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,1929,2709,1.404355,7.316353,6.60666667,3,-,-,-,3.536327,19.82,Ongoing
2025-11-14,2025-11-20,NX,active,女性力量系列-加购,0,ABSOLUTE_OCPM,100,Daily,2025-07-14T04:35:37+0200,"7-day click, 1-day view, or 1-day engaged-view",61,actions:offsite_conversion.fb_pixel_add_to_cart,21169,28413,1.342199,4.930138,2.29639344,5,-,-,-,1.658695,140.08,Ongoing
2025-11-14,2025-11-20,ASC4,active,博主-ASC4,0,ABSOLUTE_OCPM,120,Daily,2025-07-25T09:00:36+0200,"7-day click, 1-day view, or 1-day engaged-view",12,actions:offsite_conversion.fb_pixel_purchase,20722,28092,1.355661,6.340595,14.84333333,12,-,-,-,4.020267,178.12,Ongoing
2025-11-14,2025-11-20,TJC,active,商品系列-TJC,0,ABSOLUTE_OCPM,120,Daily,2025-07-22T04:54:52+0200,"7-day click, 1-day view, or 1-day engaged-view",26,actions:offsite_conversion.fb_pixel_purchase,60781,111731,1.838255,4.261306,18.31230769,26,-,-,-,3.358943,476.12,Ongoing
2025-11-14,2025-11-20,欧珀系列,active,ES-转化-商品系列-欧珀,0,ABSOLUTE_OCPM,100,Daily,2025-02-06T06:24:36+0100,"7-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.fb_pixel_purchase,7051,10058,1.426464,3.305826,8.3125,4,-,-,-,6.686015,33.25,Ongoing
2025-11-14,2025-11-20,欧珀系列,active,ES-转化-商品系列-欧珀,0,ABSOLUTE_OCPM,100,Daily,2025-02-06T06:24:36+0100,"7-day click, 1-day view, or 1-day engaged-view",,,3966,5344,1.347453,3.330838,,,-,-,-,,17.8,Ongoing
2025-11-14,2025-11-20,8,active,ES-转化-用户诉求-ASC-视频,0,ABSOLUTE_OCPM,100,Daily,2025-08-14T04:00:33+0200,"7-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_add_to_cart,873,1059,1.213058,7.998111,2.82333333,,-,-,-,,8.47,Ongoing
2025-11-14,2025-11-20,FU,active,复古系列-加购,0,ABSOLUTE_OCPM,110,Daily,2025-08-20T05:07:39+0200,"7-day click, 1-day view, or 1-day engaged-view",,,315,337,1.069841,5.103858,,,-,-,-,,1.72,Ongoing
2025-11-14,2025-11-20,XP,active,商品系列-新品系列,0,ABSOLUTE_OCPM,50,Daily,2025-10-11T08:26:27+0200,"7-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,13246,17776,1.34199,4.746287,14.06166667,6,-,-,-,3.789973,84.37,Ongoing
2025-11-14,2025-11-20,ASC6,not_delivering,博主-ASC6,0,ABSOLUTE_OCPM,70,Daily,2025-09-24T07:28:40+0200,"7-day click, 1-day view, or 1-day engaged-view",,,473,524,1.107822,7.69084,,,-,-,-,,4.03,Ongoing
2025-11-14,2025-11-20,ASC-VK,active,转化-品宣-博主-ASC,0,ABSOLUTE_OCPM,200,Daily,2025-04-27T07:35:07+0200,"7-day click or 1-day view",9,actions:offsite_conversion.fb_pixel_purchase,18285,25344,1.386054,6.529751,18.38777778,9,-,-,-,2.896248,165.49,Ongoing
2025-11-14,2025-11-20,ASC6,not_delivering,博主-ASC6,0,ABSOLUTE_OCPM,70,Daily,2025-09-24T07:28:40+0200,"7-day click, 1-day view, or 1-day engaged-view",,,479,518,1.08142,6.196911,,,-,-,-,,3.21,Ongoing
2025-11-14,2025-11-20,PGC1,active,品宣-PGC1,0,ABSOLUTE_OCPM,200,Daily,2025-09-24T07:16:12+0200,"7-day click, 1-day view, or 1-day engaged-view",,,255,279,1.094118,8.960573,,,-,-,-,,2.5,Ongoing
2025-11-14,2025-11-20,TJ-DB,active,用户诉求-套镜-对比,0,ABSOLUTE_OCPM,70,Daily,2025-09-24T07:47:13+0200,"7-day click, 1-day view, or 1-day engaged-view",19,actions:offsite_conversion.fb_pixel_purchase,33822,43124,1.275028,4.401957,9.99105263,19,-,-,-,4.607491,189.83,Ongoing
2025-11-14,2025-11-20,TJ-DB,active,用户诉求-套镜-对比,0,ABSOLUTE_OCPM,70,Daily,2025-09-24T07:47:13+0200,"7-day click, 1-day view, or 1-day engaged-view",,,39,51,1.307692,7.254902,,,-,-,-,,0.37,Ongoing
2025-11-14,2025-11-20,TJ-DB,active,用户诉求-套镜-对比,0,ABSOLUTE_OCPM,70,Daily,2025-09-24T07:47:13+0200,"7-day click, 1-day view, or 1-day engaged-view",,,286,332,1.160839,5.331325,,,-,-,-,,1.77,Ongoing
2025-11-14,2025-11-20,XP,active,商品系列-新品系列,0,ABSOLUTE_OCPM,50,Daily,2025-10-11T08:26:27+0200,"7-day click, 1-day view, or 1-day engaged-view",,,540,615,1.138889,5.528455,,,-,-,-,,3.4,Ongoing
2025-11-14,2025-11-20,XP,active,商品系列-新品系列,0,ABSOLUTE_OCPM,50,Daily,2025-10-11T08:26:27+0200,"7-day click, 1-day view, or 1-day engaged-view",,,98,107,1.091837,5.140187,,,-,-,-,,0.55,Ongoing
2025-11-14,2025-11-20,XP,active,商品系列-新品系列,0,ABSOLUTE_OCPM,50,Daily,2025-10-11T08:26:27+0200,"7-day click, 1-day view, or 1-day engaged-view",,,34,36,1.058824,3.055556,,,-,-,-,,0.11,Ongoing
2025-11-14,2025-11-20,TJ,active,商品系列-套镜,0,ABSOLUTE_OCPM,70,Daily,2025-08-22T07:07:08+0200,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,1756,2227,1.268223,5.850921,13.03,1,-,-,-,3.444359,13.03,Ongoing
2025-11-14,2025-11-20,TJ,active,商品系列-套镜,0,ABSOLUTE_OCPM,70,Daily,2025-08-22T07:07:08+0200,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,8230,9306,1.130741,4.872126,45.34,1,-,-,-,1.522497,45.34,Ongoing
2025-11-14,2025-11-20,ASC6,not_delivering,博主-ASC6,0,ABSOLUTE_OCPM,70,Daily,2025-09-24T07:28:40+0200,"7-day click, 1-day view, or 1-day engaged-view",,,44,48,1.090909,5.416667,,,-,-,-,,0.26,Ongoing
2025-11-14,2025-11-20,博主,active,博主-ASC2,0,ABSOLUTE_OCPM,120,Daily,2025-07-10T04:15:50+0200,"7-day click, 1-day view, or 1-day engaged-view",169,actions:offsite_conversion.fb_pixel_add_to_cart,135389,148031,1.093375,3.473056,3.04213018,12,-,-,-,1.60303,514.12,Ongoing
2025-11-14,2025-11-20,SG,active,"太阳镜- Catalog",0,ABSOLUTE_OCPM,50,Daily,2025-07-18T03:39:49+0200,"7-day click, 1-day view, or 1-day engaged-view",27,actions:offsite_conversion.fb_pixel_purchase,33028,84591,2.561191,4.117341,12.89962963,27,-,-,-,5.157771,348.29,Ongoing
2025-11-14,2025-11-20,ASC4,active,博主-ASC4,0,ABSOLUTE_OCPM,120,Daily,2025-07-25T09:00:36+0200,"7-day click, 1-day view, or 1-day engaged-view",11,actions:offsite_conversion.fb_pixel_purchase,40158,51916,1.292793,4.91544,23.19909091,11,-,-,-,2.443003,255.19,Ongoing
2025-11-14,2025-11-20,PGC1,active,品宣-PGC1,0,ABSOLUTE_OCPM,200,Daily,2025-09-24T07:16:12+0200,"7-day click, 1-day view, or 1-day engaged-view",7,actions:offsite_conversion.fb_pixel_add_to_cart,3098,3396,1.096191,5.014723,2.43285714,1,-,-,-,,17.03,Ongoing
